domain,category,content_type,level,id_or_title,detail
System Design & Platform Engineering,Architecture,command_or_configuration_example,,control plane,
System Design & Platform Engineering,Architecture,command_or_configuration_example,,data plane,
System Design & Platform Engineering,Architecture,command_or_configuration_example,,developer experience metrics,
System Design & Platform Engineering,Architecture,command_or_configuration_example,,functional requirements,
System Design & Platform Engineering,Architecture,command_or_configuration_example,,idempotency,
System Design & Platform Engineering,Architecture,command_or_configuration_example,,non-functional requirements,
System Design & Platform Engineering,Architecture,command_or_configuration_example,,RTO and RPO,
System Design & Platform Engineering,Architecture,command_or_configuration_example,,sequence diagram,
System Design & Platform Engineering,Architecture,command_or_configuration_example,,tenant boundary,
System Design & Platform Engineering,Architecture,command_or_configuration_example,,unit economics,
System Design & Platform Engineering,Architecture,company_workflow,Beginner,Beginner,"An engineer clarifies users, traffic, constraints, dependencies, and failure expectations before drawing components."
System Design & Platform Engineering,Architecture,lesson,Beginner,Requirements,
System Design & Platform Engineering,Architecture,lesson,Beginner,Components And Data Flow,
System Design & Platform Engineering,Architecture,lesson,Beginner,Availability Basics,
System Design & Platform Engineering,Architecture,lesson,Beginner,Documentation,
System Design & Platform Engineering,Architecture,practice_lab,Beginner,system-design-lab-1 — Beginner company lab,Design a small deployment service and explain its request flow.
System Design & Platform Engineering,Architecture,company_workflow,Intermediate,Intermediate,"An engineer estimates load, chooses stateless boundaries, adds queues and caches deliberately, and defines retries and timeouts."
System Design & Platform Engineering,Architecture,lesson,Intermediate,Scaling Patterns,
System Design & Platform Engineering,Architecture,lesson,Intermediate,Caching And Queues,
System Design & Platform Engineering,Architecture,lesson,Intermediate,Data Choices,
System Design & Platform Engineering,Architecture,lesson,Intermediate,Failure Handling,
System Design & Platform Engineering,Architecture,practice_lab,Intermediate,system-design-lab-2 — Intermediate company lab,Design a build-event processing system that handles bursts safely.
System Design & Platform Engineering,Architecture,company_workflow,Advanced,Advanced,"A senior engineer defines failure domains, consistency, tenant isolation, identity, audit, and operational controls."
System Design & Platform Engineering,Architecture,lesson,Advanced,Multi-Region Design,
System Design & Platform Engineering,Architecture,lesson,Advanced,Platform Apis,
System Design & Platform Engineering,Architecture,lesson,Advanced,Tenancy,
System Design & Platform Engineering,Architecture,lesson,Advanced,Security Architecture,
System Design & Platform Engineering,Architecture,practice_lab,Advanced,system-design-lab-3 — Advanced company lab,Design a multi-tenant internal deployment platform with regional recovery.
System Design & Platform Engineering,Architecture,company_workflow,Master,Master,"A platform leader measures adoption and outcomes, maintains paved roads, funds reliability, and evolves architecture through evidence."
System Design & Platform Engineering,Architecture,lesson,Master,Platform As Product,
System Design & Platform Engineering,Architecture,lesson,Master,Economics,
System Design & Platform Engineering,Architecture,lesson,Master,Governance,
System Design & Platform Engineering,Architecture,lesson,Master,Evolutionary Architecture,
System Design & Platform Engineering,Architecture,practice_lab,Master,system-design-lab-4 — Master company lab,"Create a three-year platform strategy with product roadmap, operating model, and success metrics."
System Design & Platform Engineering,Architecture,company_ticket,Beginner,BILL-2001 — Design a small deployment service and explain its request flow,Design a small deployment service and explain its request flow. Business impact: Internal team productivity
System Design & Platform Engineering,Architecture,company_ticket,Intermediate,BILL-2002 — Design a build-event processing system that handles bursts safely,Design a build-event processing system that handles bursts safely. Business impact: Staging reliability and release flow
System Design & Platform Engineering,Architecture,company_ticket,Advanced,BILL-2003 — Design a multi-tenant internal deployment platform with regional recovery,Design a multi-tenant internal deployment platform with regional recovery. Business impact: Customer-facing production reliability
System Design & Platform Engineering,Architecture,company_ticket,Master,"BILL-2004 — Create a three-year platform strategy with product roadmap, operating model, and success metrics","Create a three-year platform strategy with product roadmap, operating model, and success metrics. Business impact: Enterprise platform, governance, and business continuity"
System Design & Platform Engineering,Architecture,production_incident,SEV-2,INC-020 — Production degradation involving System Design & Platform Engineering,Design a multi-tenant internal deployment platform with regional recovery. Customer impact: Customer-facing production reliability
System Design & Platform Engineering,Architecture,enterprise_capstone,Master,CAP-020 — Enterprise System Design & Platform Engineering delivery project,"Design, implement, validate, secure, document, and operationalize a company-grade solution using System Design & Platform Engineering as part of an end-to-end DevOps platform."
Databases for DevOps,Data,command_or_configuration_example,,backup command,
Databases for DevOps,Data,command_or_configuration_example,,connection test,
Databases for DevOps,Data,command_or_configuration_example,,EXPLAIN,
Databases for DevOps,Data,command_or_configuration_example,,failover rehearsal,
Databases for DevOps,Data,command_or_configuration_example,,migration up/down,
Databases for DevOps,Data,command_or_configuration_example,,PITR target,
Databases for DevOps,Data,command_or_configuration_example,,pool metrics,
Databases for DevOps,Data,command_or_configuration_example,,replica lag,
Databases for DevOps,Data,command_or_configuration_example,,restore verify,
Databases for DevOps,Data,command_or_configuration_example,,retention policy,
Databases for DevOps,Data,command_or_configuration_example,,RPO tiers,
Databases for DevOps,Data,command_or_configuration_example,,RTO tiers,
Databases for DevOps,Data,command_or_configuration_example,,SELECT 1,
Databases for DevOps,Data,command_or_configuration_example,,slow query log,
Databases for DevOps,Data,company_workflow,Beginner,Beginner,"A junior engineer checks connectivity and capacity, performs an approved backup, and verifies the backup file and logs."
Databases for DevOps,Data,lesson,Beginner,Relational Concepts,
Databases for DevOps,Data,lesson,Beginner,Connections,
Databases for DevOps,Data,lesson,Beginner,Backups,
Databases for DevOps,Data,lesson,Beginner,Basic Monitoring,
Databases for DevOps,Data,practice_lab,Beginner,databases-lab-1 — Beginner company lab,Create a backup and restore validation checklist for a small database.
Databases for DevOps,Data,company_workflow,Intermediate,Intermediate,"An engineer stages a backward-compatible migration, checks query plans, monitors replicas, and validates application pools."
Databases for DevOps,Data,lesson,Intermediate,Indexes And Queries,
Databases for DevOps,Data,lesson,Intermediate,Replication,
Databases for DevOps,Data,lesson,Intermediate,Migrations,
Databases for DevOps,Data,lesson,Intermediate,Connection Pooling,
Databases for DevOps,Data,practice_lab,Intermediate,databases-lab-2 — Intermediate company lab,Plan a zero-downtime schema change for a busy application.
Databases for DevOps,Data,company_workflow,Advanced,Advanced,"A senior engineer tests failover and PITR, reviews encryption and access, and resolves bottlenecks using evidence."
Databases for DevOps,Data,lesson,Advanced,High Availability,
Databases for DevOps,Data,lesson,Advanced,Point-In-Time Recovery,
Databases for DevOps,Data,lesson,Advanced,Data Security,
Databases for DevOps,Data,lesson,Advanced,Performance,
Databases for DevOps,Data,practice_lab,Advanced,databases-lab-3 — Advanced company lab,Recover a database to a point before an accidental change and document data loss.
Databases for DevOps,Data,company_workflow,Master,Master,"A platform lead defines service tiers, backup objectives, ownership, audit, and managed-service standards."
Databases for DevOps,Data,lesson,Master,Data Platform Governance,
Databases for DevOps,Data,lesson,Master,Resilience Tiers,
Databases for DevOps,Data,lesson,Master,Capacity Economics,
Databases for DevOps,Data,lesson,Master,Compliance,
Databases for DevOps,Data,practice_lab,Master,databases-lab-4 — Master company lab,Design a database platform operating model for multiple application teams.
Databases for DevOps,Data,company_ticket,Beginner,BILL-2101 — Create a backup and restore validation checklist for a small database,Create a backup and restore validation checklist for a small database. Business impact: Internal team productivity
Databases for DevOps,Data,company_ticket,Intermediate,BILL-2102 — Plan a zero-downtime schema change for a busy application,Plan a zero-downtime schema change for a busy application. Business impact: Staging reliability and release flow
Databases for DevOps,Data,company_ticket,Advanced,BILL-2103 — Recover a database to a point before an accidental change and document data loss,Recover a database to a point before an accidental change and document data loss. Business impact: Customer-facing production reliability
Databases for DevOps,Data,company_ticket,Master,BILL-2104 — Design a database platform operating model for multiple application teams,"Design a database platform operating model for multiple application teams. Business impact: Enterprise platform, governance, and business continuity"
Databases for DevOps,Data,production_incident,SEV-1,INC-021 — Production degradation involving Databases for DevOps,Recover a database to a point before an accidental change and document data loss. Customer impact: Customer-facing production reliability
Databases for DevOps,Data,enterprise_capstone,Master,CAP-021 — Enterprise Databases for DevOps delivery project,"Design, implement, validate, secure, document, and operationalize a company-grade solution using Databases for DevOps as part of an end-to-end DevOps platform."
